Country_Name,RE_Inexpensive_Meal,RE_Meal_2Ppl,RE_Combo_Meal,RE_Domestic_Beer,RE_Imported_Beer,RE_Cappuccino,RE_Coke/Pepsi,RE_Water,MK_Milk,MK_White_Bread,MK_Rice,MK_Eggs,MK_Cheese,MK_Chicken_Breasts,MK_Red_Meat,MK_Apples,MK_Banana,MK_Oranges,MK_Tomato,MK_Potato,MK_Onion,MK_Lettuce,MK_Water,MK_Wine,MK_Domestic_Beer,MK_Imported_Beer,MK_Cigarettes_Pack,TR_Ticket,TR_Monthly_Pass,TR_Taxi_Start,TR_Taxi_1km,TR_Taxi_1h,TR_Gasoline,TR_VW_Golf,TR_TY_Corolla,UT_Basic_85m2,UT_Prepaid_Mobile,UT_Internet,SL_Fitness_Club,SL_Tennis,SL_Cinema,CH_Preschool,CH_International_School,CS_Jeans,CS_Summer_Dress,CS_Running_Shoes,CS_Leather_Shoes,RM_Apartment_1Centre,RM_Apartment_1Outside,RM_Apartment_3Centre,RM_Apartment_3Outside,BA_PriceM2_Centre,BA_PriceM2_Outside,SF_Average_Salary,SF_Mortgage_%Yearly
Afghanistan,2.61,12.00,4.00,7.00,4.00,1.89,0.36,0.24,1.02,0.54,1.38,1.31,4.03,2.90,5.31,1.29,1.47,1.56,0.77,0.48,0.46,0.65,0.42,10.00,0.88,3.50,1.50,0.29,20.00,0.73,0.81,4.24,0.62,"18,000.00","16,397.49",73.90,0.05,186.68,14.14,13.93,2.50,31.59,"2,688.96",24.18,35.54,55.65,51.01,189.42,107.49,390.53,211.96,862.00,427.16,213.99,9.65
Aland Islands,18.07,87.42,7.11,5.94,5.36,3.80,1.95,2.07,1.03,4.66,2.24,3.46,34.97,12.24,27.98,2.12,1.83,1.83,1.92,1.54,1.54,1.60,2.43,13.86,2.73,2.48,6.52,2.33,51.06,6.99,2.27,52.45,1.83,"27,392.79","30,306.92",264.21,0.12,32.99,71.10,22.73,14.57,,,132.11,47.01,116.57,186.50,582.83,477.92,"1,068.51",757.67,"3,691.23","2,642.14","2,797.56",2.00
Albania,5.83,20.25,4.52,1.38,1.70,1.25,1.10,0.52,1.11,0.54,1.13,1.53,4.92,4.32,7.40,0.90,1.51,1.06,0.80,0.55,0.51,0.59,0.47,5.52,0.78,1.20,2.76,0.37,13.99,2.30,1.38,13.81,1.55,"18,822.60","19,251.87",65.47,0.21,21.60,31.02,5.72,4.60,125.83,"3,041.14",49.62,36.22,75.42,79.43,252.13,148.71,458.24,257.34,"1,325.30",653.14,350.92,6.35
Algeria,2.58,12.89,3.44,1.29,1.72,0.59,0.51,0.20,0.37,0.14,0.94,1.15,6.50,3.79,10.26,2.07,2.42,1.39,0.68,0.45,0.40,0.56,0.26,6.55,1.22,1.65,2.15,0.17,10.31,0.43,0.43,4.30,0.27,"22,336.77","22,447.95",37.11,0.08,35.89,17.18,12.59,4.30,76.00,"2,532.02",39.08,40.52,66.51,67.04,184.60,118.09,312.37,200.10,"1,579.73",912.90,280.78,5.70
Andorra,11.48,34.97,9.33,2.04,3.35,1.74,2.33,1.57,0.98,1.52,1.34,1.70,15.10,9.15,16.31,1.95,1.66,1.65,2.31,1.40,1.05,1.17,0.52,5.83,0.91,0.56,4.08,2.10,40.80,6.41,,,1.17,"43,106.56","18,650.41",103.79,0.23,43.71,46.63,,8.16,431.29,"1,398.78",83.54,29.14,79.65,139.88,699.39,524.54,"1,072.40",786.81,,"4,079.78","1,942.75",3.00
Angola,18.13,72.34,15.00,2.00,2.68,3.08,1.34,1.04,3.22,2.96,3.94,5.38,18.55,11.82,21.66,8.00,3.67,5.03,6.11,4.36,4.54,4.25,1.77,17.00,1.90,1.81,2.00,1.25,90.00,3.89,0.95,19.19,1.04,"35,000.00","22,500.00",320.88,0.21,300.00,167.28,20.00,17.00,"1,061.39","20,649.98",145.62,144.00,170.11,230.90,"1,823.27","1,503.36","4,183.49","5,337.81","10,000.00","2,500.00","1,277.39",12.00
Antigua And Barbuda,9.25,37.00,7.40,1.85,2.22,2.41,1.60,1.30,,1.48,1.85,3.70,,,,,3.22,,5.66,2.40,2.40,,,7.03,,,2.59,0.93,,,,,1.28,"25,901.46","29,601.67",101.76,,73.63,41.63,,6.48,333.02,"1,702.10",44.40,55.50,110.64,55.50,822.01,769.64,999.53,"1,785.35",,,832.55,10.50
Argentina,8.14,28.47,6.51,2.44,3.05,2.16,1.43,1.07,1.05,1.07,1.17,1.69,6.36,4.29,6.63,1.80,1.44,1.16,1.40,0.80,0.83,0.89,1.05,4.07,1.26,2.07,2.44,0.37,18.66,1.22,0.69,6.76,1.09,"17,002.93","17,945.53",87.28,0.24,42.86,36.95,15.63,6.92,217.19,"5,135.90",71.30,52.59,92.70,107.98,343.24,262.89,677.21,508.89,"2,086.57","1,451.44",709.03,25.23
Armenia,6.22,23.83,4.14,1.24,1.71,1.81,0.70,0.46,0.87,0.51,1.25,1.59,4.34,4.41,6.01,1.04,1.60,1.36,1.10,0.48,0.58,0.32,0.53,5.18,0.91,1.17,1.24,0.21,12.43,1.24,0.21,2.49,0.89,"13,155.99","19,588.01",83.05,0.04,15.91,50.10,9.93,5.18,153.44,"2,932.41",54.73,39.65,76.56,70.44,288.50,173.92,621.20,301.02,970.64,586.45,291.09,13.09
Aruba,13.50,70.00,7.21,4.00,4.74,3.00,1.82,1.88,1.49,1.89,2.35,2.41,9.05,5.21,14.35,4.05,1.72,3.71,3.07,1.67,1.81,1.73,2.19,15.00,2.26,2.79,6.92,2.51,70.03,19.61,13.30,74.02,1.37,"25,000.00","22,958.94",370.15,0.40,60.04,60.75,16.50,8.00,340.05,"15,000.00",59.63,51.34,111.65,123.41,723.83,543.98,"1,433.33","1,100.00","9,457.19","1,500.00","1,384.63",6.67
Australia,13.60,60.42,7.55,5.29,6.04,3.23,2.39,1.97,1.07,1.89,2.00,3.23,6.80,7.68,11.63,3.07,2.30,2.69,3.82,2.28,1.86,1.94,1.35,11.33,3.35,4.06,19.64,3.02,105.74,3.10,1.51,37.16,1.03,"18,882.13","17,724.52",149.60,0.16,55.72,46.25,14.08,13.60,"1,235.46","15,037.55",71.66,47.58,99.57,101.47,"1,254.83",960.68,"2,045.21","1,431.59","5,208.30","3,712.50","3,132.22",4.49
Austria,11.66,58.28,8.16,4.20,4.43,3.42,3.02,2.27,1.26,2.04,2.13,3.52,12.15,11.69,20.52,2.55,2.09,2.73,2.63,1.77,1.50,1.49,0.75,6.99,1.15,1.65,5.83,2.56,51.29,4.66,2.10,31.47,1.35,"24,478.66","23,533.39",221.11,0.07,29.15,38.10,21.35,11.66,285.83,"19,233.24",95.60,38.55,95.44,124.82,777.36,610.72,"1,485.45","1,139.97","5,005.96","3,602.98","2,231.33",2.10
Azerbaijan,5.87,23.49,4.70,0.88,2.26,1.84,0.33,0.20,0.87,0.28,1.39,1.12,3.41,3.42,6.72,0.92,1.59,1.45,0.96,0.54,0.34,0.36,0.47,4.11,0.91,1.68,2.35,0.12,7.64,1.17,0.35,1.76,0.53,"15,271.66","17,536.30",34.93,0.04,14.17,29.34,14.17,4.11,179.67,"4,438.85",32.68,34.85,79.59,69.95,299.98,149.78,608.52,293.69,"1,305.43",628.90,281.86,9.35
Bahamas,17.50,80.00,7.50,4.00,5.00,4.95,2.03,1.68,2.44,3.07,3.17,2.78,8.75,10.76,10.45,3.15,2.10,4.96,2.82,3.73,2.49,2.80,1.82,20.00,2.60,3.71,7.50,1.62,47.50,4.00,2.18,30.00,1.13,"40,000.00","45,400.00",312.50,0.33,50.44,62.22,36.67,10.00,345.00,"8,833.33",67.14,40.20,105.56,102.22,677.78,625.00,"2,025.32","1,538.89","1,237.85",979.17,"1,841.67",7.81
Bahrain,5.30,39.72,5.83,9.27,9.27,4.56,0.49,0.30,1.59,1.10,2.23,2.53,9.06,5.84,10.72,2.23,1.99,1.97,1.75,1.13,1.13,2.03,0.86,21.19,4.34,6.80,3.71,0.79,37.07,5.30,0.79,5.30,0.45,"21,185.04","18,693.39",85.79,0.13,40.03,77.17,24.78,7.94,335.17,"6,657.10",41.24,52.63,82.19,72.16,885.03,607.23,"1,706.80","1,141.72","2,276.26","1,602.52","1,413.14",6.33
Bangladesh,1.77,9.46,5.32,2.96,4.73,1.70,0.29,0.17,0.78,0.51,0.64,1.11,5.41,2.82,5.83,1.68,0.98,1.65,0.62,0.28,0.49,0.33,0.32,9.46,2.31,3.86,2.60,0.35,11.83,0.59,0.41,2.13,1.07,"29,576.72","28,676.13",30.53,0.01,25.07,21.22,8.99,4.44,41.00,"3,038.34",25.28,26.59,52.46,42.24,125.71,73.15,358.11,196.81,951.56,559.03,303.94,11.06
Barbados,12.50,65.00,7.50,2.75,3.50,3.81,1.37,1.30,3.67,2.32,2.59,4.32,5.93,10.61,11.89,4.05,2.36,4.47,3.82,1.88,2.04,2.15,2.64,15.00,1.48,2.75,6.00,1.00,41.09,5.00,1.25,25.00,1.44,"31,250.00","36,250.00",107.92,0.35,42.65,80.93,13.50,10.00,206.46,"3,233.33",68.33,43.75,99.69,124.17,520.83,403.57,840.00,862.50,"6,323.80","1,614.59","1,188.94",6.30
Belarus,7.00,27.00,5.00,1.52,2.00,1.52,0.67,0.42,0.64,0.52,0.89,1.11,5.35,2.93,6.17,1.23,1.20,1.47,1.87,0.37,0.43,0.84,0.54,6.66,0.88,1.61,1.35,0.30,15.31,2.00,0.35,3.02,0.64,"15,551.66","18,782.91",49.37,0.04,14.16,31.80,15.84,4.00,438.89,"8,950.00",79.72,39.78,86.87,92.40,319.67,214.86,587.95,386.00,"1,422.74","1,029.93",409.19,15.46
Belgium,17.48,69.94,9.33,4.14,3.50,3.13,2.57,2.29,1.08,2.03,1.99,2.77,14.19,10.69,16.71,2.15,2.02,2.28,2.51,1.49,1.38,1.30,0.98,8.16,1.60,2.10,6.99,2.54,57.12,4.66,2.33,34.97,1.56,"25,014.86","26,240.25",156.53,0.22,49.39,30.42,17.11,11.66,671.52,"20,350.32",98.22,39.92,102.79,141.89,827.36,688.11,"1,306.35","1,064.87","3,488.38","2,848.67","2,183.89",2.28
Belize,4.00,30.00,5.00,2.00,3.00,2.76,0.99,0.70,2.46,1.19,1.17,1.86,5.90,5.31,6.90,4.43,1.00,1.02,2.00,1.51,1.43,2.23,1.08,15.04,1.75,2.44,3.50,1.99,25.14,2.51,2.49,5.01,1.30,"31,450.00","35,000.00",97.05,0.20,75.44,29.12,4.98,7.50,283.24,"9,600.00",32.70,37.76,73.39,62.78,228.66,194.98,528.57,479.22,"1,989.12","2,749.14","1,163.08",8.81
Bermuda,31.50,130.00,11.00,8.00,8.00,4.73,3.02,2.42,3.67,6.30,6.75,4.42,13.39,17.98,14.41,11.75,5.61,8.20,8.79,3.36,5.42,4.42,2.16,20.00,4.50,3.42,12.48,4.50,69.00,5.18,1.86,35.00,2.06,"40,000.00","35,000.60",246.30,0.30,143.50,137.73,26.67,12.00,"1,500.00","17,990.12",68.33,107.00,131.38,156.25,"2,345.85","1,791.68","5,875.06","4,472.73","6,229.17","4,036.47","5,293.26",6.71
Bhutan,4.06,14.76,3.69,1.07,1.55,1.82,0.74,0.34,0.96,1.00,0.93,1.62,5.90,4.43,4.35,2.21,1.18,1.33,0.66,0.54,0.64,0.44,0.44,19.86,1.03,1.77,1.48,0.30,5.91,0.89,0.81,1.11,0.86,"17,716.96","17,716.96",44.29,0.01,14.76,88.55,2.21,,,,14.76,44.27,103.30,,107.02,110.73,228.84,169.79,"2,261.55",885.85,435.54,3.00
Bolivia,3.47,17.36,5.06,2.17,2.95,2.13,0.86,0.71,0.90,1.21,1.14,1.40,4.44,2.81,4.70,1.59,0.69,0.72,0.99,0.88,0.79,0.56,0.92,4.34,1.90,2.56,2.17,0.29,23.15,1.45,1.45,5.06,0.55,"18,807.17","21,744.30",38.97,0.16,62.16,40.84,10.61,6.51,119.75,"1,780.27",52.08,44.56,74.56,63.43,315.93,227.38,592.84,475.50,"1,090.56",778.27,449.19,6.64
Bonaire,15.81,68.52,,2.64,5.27,4.22,2.11,1.26,1.24,2.54,2.19,2.51,21.45,7.99,18.99,4.27,1.67,4.20,3.47,2.94,1.82,1.98,1.64,9.00,,,,,,,,,1.62,,,175.29,0.20,90.00,60.00,,9.00,275.00,,,,,,650.00,600.00,"1,365.50","1,050.00",,,"1,200.00",5.50
Bosnia And Herzegovina,4.19,17.95,4.19,1.50,1.80,1.06,1.28,0.68,0.81,0.62,1.26,1.69,5.89,4.16,7.78,0.94,1.25,1.22,1.23,0.56,0.62,0.68,0.63,4.79,0.68,0.98,2.99,1.08,29.92,1.20,0.60,5.98,1.17,"18,553.22","20,256.37",147.18,0.12,21.21,25.79,8.48,4.19,139.62,"4,166.42",58.94,33.40,75.75,86.43,211.25,145.60,373.32,241.01,"1,362.01",959.70,479.18,5.97
Botswana,5.54,30.21,5.04,2.27,2.01,2.37,0.88,0.59,1.25,0.68,1.47,2.29,6.24,5.49,4.08,1.71,1.37,1.75,1.35,1.56,0.98,0.86,0.99,4.53,0.92,1.23,4.13,0.35,15.51,2.01,2.01,3.02,0.83,"14,099.67","12,840.77",52.96,0.13,47.94,36.26,14.10,5.79,205.45,"5,267.23",54.33,31.56,84.77,97.69,377.67,260.17,870.44,654.63,"1,007.12","4,615.96",730.16,8.75
Brazil,5.47,27.35,6.84,1.64,3.28,1.52,1.15,0.70,0.86,1.47,0.99,1.58,6.93,3.16,6.57,1.61,1.09,0.96,1.27,0.90,0.88,0.68,0.81,8.21,1.28,2.86,2.33,1.09,49.95,1.37,0.75,8.21,1.09,"21,336.25","23,658.47",70.53,0.38,32.15,29.51,23.88,6.84,356.19,"7,696.04",52.97,42.01,86.65,65.89,348.35,239.59,687.21,489.12,"1,947.89","1,336.28",482.53,11.58
Brunei,3.35,16.77,5.40,6.34,4.85,2.77,0.73,0.45,1.80,1.32,1.06,1.96,7.07,4.97,12.43,2.30,1.84,2.61,2.04,1.74,1.12,1.69,0.74,4.16,2.24,1.63,5.21,0.75,14.91,2.98,2.98,22.36,0.39,"22,363.04","19,968.15",40.58,0.14,82.32,50.91,14.88,5.59,136.91,"3,652.63",21.87,31.06,104.36,73.30,559.08,484.53,"1,490.87","1,024.97",902.68,707.79,"1,499.98",4.00
Bulgaria,5.97,23.87,4.77,1.19,1.79,1.27,0.94,0.59,1.15,0.56,1.25,1.68,6.13,4.88,7.66,1.07,1.55,1.19,1.39,0.57,0.57,0.58,0.54,4.77,0.71,1.10,3.16,0.95,29.84,0.52,0.48,7.88,1.25,"20,883.26","20,070.30",103.57,0.17,11.42,24.56,10.58,6.57,328.49,"3,848.20",53.29,29.60,77.14,74.06,313.62,231.94,538.12,385.90,"1,231.75",850.14,590.59,4.50
Burkina Faso,3.55,44.43,6.22,1.60,2.18,2.96,0.80,0.89,1.74,2.24,3.36,1.66,,28.43,8.89,3.55,0.89,2.46,1.57,1.57,1.49,0.73,1.87,10.27,1.67,2.01,1.39,0.71,,0.53,0.53,0.53,1.10,"21,324.27","15,993.21",204.36,0.31,208.80,53.31,10.22,2.67,106.62,"14,216.18",12.44,,71.08,17.77,142.16,75.52,473.87,236.94,"15,993.21",,204.36,3.00
Burundi,1.97,5.50,,1.15,1.43,1.00,0.70,0.39,0.63,1.15,1.03,2.61,6.89,,,,0.46,,0.86,0.57,0.63,,0.64,16.93,0.90,1.72,4.60,0.20,7.00,1.87,1.15,6.83,1.47,,,,0.06,,35.24,,,,,19.49,,19.49,45.49,114.90,86.17,402.15,287.25,"10,000.00",,64.98,12.00
Cambodia,3.00,16.00,4.50,0.80,2.00,2.01,0.68,0.38,1.98,1.23,0.82,1.59,13.33,4.11,9.20,3.10,1.09,2.86,1.03,1.17,0.98,0.91,0.75,10.00,0.73,1.49,1.50,2.00,23.75,1.00,1.00,4.00,0.92,"30,000.00","39,000.00",87.84,0.05,28.98,41.25,10.67,5.00,298.97,"4,760.00",20.65,21.18,68.21,40.90,380.00,203.85,928.81,481.00,"1,671.43",969.56,182.49,10.55
Cameroon,3.55,26.66,3.55,1.07,1.78,1.23,0.57,0.34,2.17,0.59,1.13,1.72,13.03,6.54,5.11,2.61,0.85,1.42,1.38,1.47,1.60,0.56,0.68,6.22,1.02,1.64,1.78,0.44,6.40,0.44,0.44,4.44,1.08,"26,655.34","13,031.50",147.61,0.14,53.31,40.28,19.25,3.55,310.98,844.09,57.75,26.66,67.17,50.35,373.17,111.06,958.32,349.48,803.87,177.27,225.09,4.62
Canada,11.56,46.26,7.32,4.63,5.40,3.04,1.56,1.31,1.68,2.14,2.95,2.52,9.00,9.81,10.56,2.97,1.35,2.88,2.82,1.85,1.83,1.72,1.71,11.56,2.18,2.64,10.02,2.51,71.70,2.85,1.40,25.34,0.92,"17,804.32","17,145.02",109.47,0.25,54.36,38.51,14.87,10.02,740.52,"12,171.40",47.97,33.37,77.00,95.35,937.49,745.95,"1,518.39","1,207.30","3,998.65","2,713.87","2,430.70",3.12
Cayman Islands,25.00,122.49,11.40,6.00,7.20,5.13,3.14,2.09,2.31,4.81,4.91,6.77,9.46,19.22,25.44,11.04,8.64,9.92,9.93,3.77,3.15,3.59,3.19,19.89,5.72,5.78,10.84,2.40,64.78,9.60,,43.18,1.39,"30,829.21","34,787.82",306.67,0.45,111.36,72.31,41.99,14.10,"1,129.60","15,221.34",79.97,59.98,124.52,136.22,"1,870.25","1,483.12","3,500.59","3,130.90","8,391.02","9,996.50","6,597.69",4.69
Chad,6.59,60.00,3.43,2.91,1.30,2.25,1.16,1.14,1.89,8.00,2.33,3.93,8.89,25.00,8.89,5.55,2.00,6.78,1.89,1.44,2.11,,1.17,,1.33,0.89,,1.78,17.77,0.53,0.44,8.89,1.07,,,17.77,,44.15,200.00,,1.78,,,13.33,,71.08,89.45,"1,200.00",88.85,"2,400.00",266.55,"8,000.00","4,500.00",171.72,
Chile,8.00,40.01,6.40,2.40,3.52,2.68,1.27,0.98,1.23,1.25,1.46,2.78,8.88,5.39,10.19,1.39,1.23,1.27,1.52,1.07,1.30,1.16,1.40,5.60,1.51,2.20,5.60,1.11,48.36,0.48,1.12,12.48,1.22,"18,245.84","17,461.13",126.17,0.14,41.62,39.56,18.98,7.20,375.01,"6,942.67",53.81,35.09,69.70,87.76,478.83,368.86,851.55,687.28,"2,296.27","1,804.55",796.79,4.19
China,3.13,23.48,4.70,0.94,2.50,4.13,0.50,0.31,1.94,1.51,1.00,1.70,14.45,3.81,10.69,1.72,1.03,1.68,1.21,0.91,1.06,0.67,0.58,10.96,0.78,2.01,3.13,0.31,18.78,1.57,0.36,5.48,1.04,"22,055.95","20,459.05",53.32,0.04,15.70,40.34,10.69,7.04,574.51,"24,673.76",63.53,37.85,91.58,92.97,532.43,317.91,"1,143.27",621.23,"7,284.70","3,538.91",945.47,4.99
Colombia,3.48,20.86,5.21,1.04,2.09,1.35,0.74,0.66,0.87,0.99,1.00,1.53,2.97,3.83,4.89,1.74,0.80,0.94,0.89,0.74,0.86,0.82,1.02,8.69,0.85,1.81,1.46,0.76,30.22,1.56,1.56,6.95,0.80,"17,031.63","22,274.68",77.10,0.06,32.32,32.32,11.15,4.17,204.68,"5,179.67",58.62,40.05,82.87,72.59,288.71,245.23,509.02,440.43,"1,464.51","1,233.67",360.00,12.07
Congo,8.12,48.15,12.50,1.68,3.00,4.82,1.18,0.83,2.26,1.66,3.76,2.64,,4.67,16.37,5.23,3.21,4.14,3.14,3.00,3.82,1.42,1.22,8.08,1.64,4.00,2.40,0.50,90.00,1.66,1.60,8.34,1.17,"30,000.00","22,226.47",125.50,0.14,300.00,109.97,30.00,15.00,233.33,,56.46,65.00,166.67,125.00,"1,000.00",366.67,"3,486.64","1,116.70","8,611.13","6,000.00",625.00,18.50
Costa Rica,7.07,35.35,7.01,2.30,3.54,2.45,1.46,1.32,1.33,1.82,2.07,2.58,6.32,7.54,9.15,4.35,1.15,1.98,2.16,1.87,1.73,0.81,1.93,10.61,1.62,2.60,3.54,0.71,40.65,1.14,1.15,10.61,1.09,"21,582.35","25,916.39",82.66,0.07,55.57,53.05,15.61,6.19,369.04,"7,398.72",65.81,50.17,99.25,93.20,518.08,377.21,903.42,713.72,"1,577.87","1,244.79",821.47,9.61
Croatia,7.09,31.53,5.52,2.36,2.36,1.57,2.07,1.40,0.90,0.90,1.75,2.28,8.30,7.37,9.59,1.35,1.72,1.51,1.57,0.73,0.90,0.92,1.02,5.52,1.17,1.58,4.10,1.58,55.17,2.52,0.95,6.31,1.50,"22,069.49","22,776.89",195.03,0.12,26.33,37.61,10.32,5.52,164.55,"8,830.58",85.68,35.13,85.38,94.06,359.27,271.81,600.90,443.20,"2,196.63","1,555.69",824.27,5.08
Cuba,5.00,15.39,5.00,1.01,2.00,1.32,1.16,0.77,2.28,0.49,0.76,1.04,2.17,3.84,7.32,4.08,0.42,0.76,1.70,1.10,2.11,0.47,1.06,5.00,1.03,1.74,2.40,0.18,7.00,0.73,0.50,10.00,1.02,"81,684.00","47,500.00",6.09,0.38,140.00,7.50,7.50,0.30,25.00,"16,000.00",29.36,42.50,65.94,50.00,535.71,89.69,587.50,178.10,413.21,279.36,26.15,4.72
Curacao,6.27,69.61,7.76,1.95,2.23,2.51,1.43,1.21,1.60,1.45,1.95,2.51,11.42,5.71,15.59,4.46,,2.00,,3.20,,,1.26,8.06,,1.28,6.13,1.25,0.00,19.49,3.46,49.95,1.01,"25,061.33","19,492.15",175.25,0.42,58.21,52.03,23.77,8.49,254.09,"12,809.12",55.00,63.20,88.55,108.23,562.49,459.46,"1,406.22","1,019.16","2,227.67","1,113.84","1,667.75",6.17
Cyprus,11.66,46.63,6.99,3.50,3.50,3.36,1.73,0.95,1.53,1.56,1.62,2.77,7.63,7.11,9.47,1.88,1.54,1.44,1.82,0.80,0.80,0.43,0.88,5.25,1.16,1.65,5.48,1.75,46.63,4.37,0.85,15.83,1.41,"18,359.00","20,123.01",108.85,0.12,43.39,50.00,16.15,9.33,320.55,"8,153.98",69.50,39.86,81.32,94.43,520.15,420.21,846.50,676.50,"1,870.02","1,403.44","1,341.16",4.02
Czech Republic,5.43,24.91,5.84,1.36,1.81,1.93,1.27,0.96,0.79,0.95,1.50,1.79,7.97,6.25,9.81,1.30,1.40,1.54,1.88,0.71,0.63,0.95,0.57,4.98,0.68,1.25,4.53,1.09,23.05,1.81,1.13,13.59,1.38,"18,793.76","19,610.33",185.00,0.15,19.96,33.19,10.93,7.25,411.89,"7,814.02",71.20,35.69,79.37,97.79,609.31,469.12,994.16,725.29,"3,451.70","2,392.10","1,074.23",2.14
Denmark,17.20,78.20,10.95,7.04,6.26,5.18,3.22,2.35,1.13,2.26,2.10,3.53,11.55,9.13,14.88,2.68,2.51,2.72,3.14,1.69,1.43,1.68,1.29,9.38,1.86,2.12,6.88,3.75,59.43,6.26,2.43,65.69,1.62,"37,534.60","39,692.71",182.79,0.14,35.52,36.17,25.12,15.64,497.83,"6,469.31",106.17,42.01,114.14,153.92,980.88,722.08,"1,841.20","1,368.28","4,924.08","3,350.17","3,031.16",2.13
Djibouti,10.53,50.56,7.02,4.78,6.46,3.37,0.56,1.03,1.45,1.12,3.37,6.93,21.35,9.63,11.24,2.81,1.90,2.25,,2.11,1.97,6.46,0.73,11.24,3.65,3.39,1.12,1.54,84.27,2.81,2.81,14.04,1.17,,,224.72,0.11,112.36,67.42,16.85,5.62,196.63,,,,,,926.97,997.19,"1,179.78","1,067.42",674.16,674.16,"1,526.43",
Dominica,5.55,64.75,5.55,1.85,1.85,2.41,1.30,1.29,6.66,1.67,2.04,3.42,3.08,11.86,15.37,6.74,1.91,2.96,4.81,2.70,2.30,1.67,1.57,8.33,1.85,2.41,2.96,0.93,22.20,1.85,1.85,1.85,1.22,,"27,196.54",545.78,,36.39,28.68,,,148.01,,55.50,31.45,101.76,129.51,323.77,203.51,801.71,394.69,,,573.53,
Dominican Republic,7.08,34.67,7.00,2.02,3.03,1.51,0.89,0.43,1.17,1.26,1.05,1.82,5.95,5.42,6.58,1.90,0.86,1.39,1.05,1.15,1.49,1.01,1.08,8.09,1.88,2.99,3.64,0.51,27.29,3.03,3.03,5.05,1.16,"24,181.16","27,320.32",59.59,0.19,50.64,30.71,13.07,5.05,201.91,"8,604.38",52.43,48.35,85.46,84.03,292.44,170.82,673.06,374.63,"1,136.44",674.00,332.04,12.81
Ecuador,4.00,25.00,6.00,1.50,3.00,2.15,0.77,0.48,0.96,1.62,1.33,1.80,5.39,6.16,6.23,2.34,1.03,1.52,1.24,1.00,1.13,0.71,1.02,12.00,1.19,2.36,5.50,0.25,12.00,1.50,1.25,10.00,0.46,"30,000.00","32,666.67",41.30,0.14,37.88,42.95,15.74,6.00,273.75,"5,700.00",66.82,55.79,106.23,86.57,348.81,264.34,618.92,467.69,"1,386.62","1,177.06",475.04,10.83
Egypt,2.79,16.75,3.91,1.40,1.95,1.37,0.28,0.17,0.74,0.45,0.56,1.00,2.51,3.84,7.82,1.28,0.64,0.38,0.33,0.30,0.33,0.24,0.25,6.70,1.12,1.68,1.95,0.14,5.03,0.28,0.11,1.12,0.28,"25,129.14","22,134.64",20.00,0.01,15.70,20.86,6.68,3.35,116.00,"2,229.09",42.01,39.47,98.36,55.86,146.57,83.88,306.52,167.79,544.84,309.43,161.33,15.51
El Salvador,5.00,30.00,6.00,1.75,3.00,2.62,0.68,0.65,1.23,1.56,1.33,1.81,7.71,5.66,10.49,3.07,1.19,1.56,1.68,1.62,1.63,0.88,0.85,12.00,1.02,1.88,3.00,0.25,20.00,5.00,3.00,10.00,0.85,"18,000.00","22,166.67",74.49,0.15,46.50,33.25,12.12,5.00,189.29,"5,080.00",45.00,42.14,85.83,86.60,365.00,300.28,737.50,648.81,"1,178.30","1,144.18",410.58,8.18
Equatorial Guinea,12.82,57.75,14.22,1.78,5.78,3.55,1.78,1.33,1.90,3.20,1.78,2.13,11.55,3.55,6.22,1.78,0.89,,2.22,2.37,2.67,,0.80,7.55,0.89,0.89,1.51,,,0.89,0.67,1.78,0.88,,"35,540.46",106.62,0.36,97.14,79.97,35.54,,,"2,665.53",79.97,266.55,133.28,235.46,266.55,266.55,799.66,533.11,743.38,695.31,444.26,15.00
Estonia,8.16,40.80,6.41,3.50,3.50,2.67,1.44,1.02,0.77,0.88,1.32,1.49,7.88,6.36,8.94,1.17,1.33,1.63,2.10,0.46,0.45,1.28,0.78,8.16,1.41,1.67,4.66,1.75,26.81,2.91,0.70,13.78,1.47,"20,398.89","20,134.67",215.78,0.05,25.02,55.05,24.15,8.16,430.51,"22,042.60",86.46,31.74,80.01,108.35,515.94,365.63,867.10,577.89,"2,447.91","1,625.89","1,126.66",2.47
Ethiopia,3.00,16.21,4.50,1.00,1.00,0.81,0.57,0.47,1.02,0.76,1.88,1.74,8.00,5.33,6.79,5.09,0.82,1.29,0.85,0.62,0.79,0.94,0.82,5.29,0.84,1.10,2.30,0.25,10.00,2.00,1.50,9.00,0.95,"50,000.00","32,789.80",14.63,0.05,210.59,69.37,10.60,3.35,267.78,"17,900.00",35.33,103.57,86.67,47.71,346.93,282.67,"2,155.56","1,266.67","1,700.00",942.15,233.33,15.00
Faroe Islands,17.99,82.11,12.51,7.82,6.26,4.43,2.89,2.35,1.67,,3.13,3.91,3.91,,15.64,,,,,,2.35,2.82,,14.86,1.88,3.13,9.23,0.00,0.00,12.51,,54.66,1.48,"40,818.88","46,136.28",166.35,0.25,70.22,55.73,,14.86,437.90,,151.18,,145.92,187.67,"1,016.56",860.17,"1,329.35","1,407.55","4,691.83","2,867.17","2,319.85",3.10
